std_name,model_name,median,mean,min,max,disease_name,symptom_name
DIPHENYLENEIODONIUM CHLORIDE,N5,0.461302297,0.449373232,-0.010769839,1.053937749,NF1,no symptom
DIPYRIDAMOLE,Ben-Men-1,0.985445195,0.963363258,0.852521953,1.057420232,NF2,meningioma
DIPYRIDAMOLE,HFF,1.025910945,1.012752777,0.945870679,1.0553382,no disease,no symptom
DIPYRIDAMOLE,HS01,1.099200649,1.052606523,0.67600958,1.179913874,NF2,no symptom
DIPYRIDAMOLE,MS02,0.992563454,0.931261798,0.329861935,1.050478482,NF2,schwannoma
DIPYRIDAMOLE,MTC,1.07090074,1.070993581,0.895824499,1.150181209,no disease,no symptom
DIPYRIDAMOLE,Syn1,0.977293194,0.959557383,0.82304779,1.061299398,no disease,no symptom
DIPYRIDAMOLE,Syn5,0.971627519,0.971910368,0.887067367,1.057409258,NF2,no symptom
DIPYRIDAMOLE,ipNF05.5 (mixed clone),1.040024007,1.031817691,0.81568463,1.190491931,NF1,pNF
DIPYRIDAMOLE,ipNF05.5 (single clone),1.214256728,1.192964303,0.778501693,1.414182627,NF1,pNF
DIPYRIDAMOLE,ipNF06.2A,0.975317868,0.957996736,0.699551322,1.037096335,NF1,pNF
DIPYRIDAMOLE,ipNF95.11b C,1.076209427,1.057175055,0.380688289,1.376868083,NF1,pNF
DIPYRIDAMOLE,ipNF95.11b C/T,1.119799973,1.108351483,0.887378395,1.186813669,NF1,pNF
DIPYRIDAMOLE,ipNF95.6,1.193147315,1.169067231,0.900952498,1.348612168,NF1,pNF
DIPYRIDAMOLE,ipn02.3,1.090603846,1.066249421,0.831811184,1.135868671,no disease,no symptom
DIPYRIDAMOLE,ipn02.8,1.012344014,0.980395329,0.633234481,1.101283357,no disease,no symptom
DIPYRIDAMOLE,ipnNF95.11C,0.980186354,0.973954194,0.895329007,1.038305981,NF1,pNF
Disulfiram,Ben-Men-1,0.967577634,0.737663524,0.038750911,1.171242562,NF2,meningioma
Disulfiram,HFF,1.052732133,1.00144712,0.624679718,1.24319869,no disease,no symptom
Disulfiram,HS01,0.959648431,0.713913473,0.088113993,1.158142232,NF2,no symptom
Disulfiram,MS02,0.796662039,0.481657131,0.032131733,0.874081793,NF2,schwannoma
Disulfiram,MTC,0.977697553,0.793320166,0.395240768,1.101393623,no disease,no symptom
Disulfiram,N10,1.075485206,0.940699654,-0.001202399,1.203794218,no disease,no symptom
Disulfiram,N5,1.194460855,1.041719984,-0.002929169,1.235269633,NF1,no symptom
Disulfiram,Syn1,0.168724333,0.534587496,0.040712114,1.185695698,no disease,no symptom
Disulfiram,Syn5,0.918405576,0.679160044,0.035138611,1.156743821,NF2,no symptom
Disulfiram,ipNF05.5 (mixed clone),1.248111473,1.193141294,0.90958156,1.518737316,NF1,pNF
Disulfiram,ipNF05.5 (single clone),1.227574741,1.218484212,0.820269982,1.513047302,NF1,pNF
Disulfiram,ipNF06.2A,0.04321752,0.522418659,0.039037645,1.167928907,NF1,pNF
Disulfiram,ipNF95.11b C,0.043131599,0.563555032,0.02292716,1.718948346,NF1,pNF
Disulfiram,ipNF95.11b C/T,0.046748135,0.262918354,0.042839634,0.942529119,NF1,pNF
Disulfiram,ipNF95.6,1.107648381,1.009465828,0.098250128,1.252548783,NF1,pNF
Disulfiram,ipn02.3,1.013240121,0.804033236,0.015257167,1.073421301,no disease,no symptom
Disulfiram,ipn02.8,0.20631594,0.366232504,0.046503238,0.896024082,no disease,no symptom
Disulfiram,ipnNF95.11C,0.075528228,0.380456202,0.038308966,1.141358728,NF1,pNF
DNDI1417400,N10,1.104656341,0.715856706,-0.005570001,1.159529984,no disease,no symptom
DNDI1417400,N5,0.855378093,0.609267604,-0.008086519,1.038420225,NF1,no symptom
DOBUTAMINE,Ben-Men-1,1.023843567,0.986501236,0.669487142,1.114039385,NF2,meningioma
DOBUTAMINE,HFF,1.050475312,1.048542825,0.985798024,1.097276334,no disease,no symptom
DOBUTAMINE,HS01,1.01306333,0.937104695,0.445874653,1.06447803,NF2,no symptom
DOBUTAMINE,MS02,1.044204112,1.019246935,0.877728504,1.107957176,NF2,schwannoma
DOBUTAMINE,MTC,1.067243645,1.076716727,0.973397031,1.164861563,no disease,no symptom
DOBUTAMINE,Syn1,1.070466842,1.076309452,0.819691345,1.22981768,no disease,no symptom
DOBUTAMINE,Syn5,1.03934956,1.015753356,0.731524265,1.125247566,NF2,no symptom
DOBUTAMINE,ipNF05.5 (mixed clone),1.069495622,1.073145823,1.02358214,1.163825431,NF1,pNF
DOBUTAMINE,ipNF05.5 (single clone),1.067207725,1.035278365,0.825750422,1.129359408,NF1,pNF
DOBUTAMINE,ipNF06.2A,1.009422239,1.022072951,0.918661316,1.10629533,NF1,pNF
DOBUTAMINE,ipNF95.11b C,0.948190588,0.888461521,0.260985832,1.061786304,NF1,pNF
DOBUTAMINE,ipNF95.11b C/T,1.167984982,1.152940714,1.065647234,1.260709967,NF1,pNF
DOBUTAMINE,ipNF95.6,0.987978547,1.016672656,0.971432534,1.097150241,NF1,pNF
DOBUTAMINE,ipn02.3,1.065756029,1.077099044,0.997471515,1.176528058,no disease,no symptom
DOBUTAMINE,ipn02.8,1.135880241,1.087067581,0.707941658,1.186884732,no disease,no symptom
DOBUTAMINE,ipnNF95.11C,1.003353949,0.995358548,0.672513168,1.137615397,NF1,pNF
Docefrez,N10,0.477050257,0.563680803,0.332896746,0.875559788,no disease,no symptom
Docefrez,N5,0.54743689,0.577618286,0.390511203,0.785972287,NF1,no symptom
DOCOSANOL,Ben-Men-1,0.9385538,0.949424,0.779980262,1.104886195,NF2,meningioma
DOCOSANOL,HFF,1.063800269,1.061999078,0.994598676,1.111061585,no disease,no symptom
DOCOSANOL,HS01,0.962401526,0.974480022,0.859993814,1.053542954,NF2,no symptom
DOCOSANOL,MS02,0.978469861,0.962730657,0.880743758,1.031436764,NF2,schwannoma
DOCOSANOL,MTC,0.942595501,0.906629088,0.395834426,1.054077384,no disease,no symptom
DOCOSANOL,Syn1,0.984447477,0.980921057,0.88370284,1.109678005,no disease,no symptom
DOCOSANOL,Syn5,1.007154353,0.997586271,0.922323491,1.063931755,NF2,no symptom
DOCOSANOL,ipNF05.5 (mixed clone),0.915493397,0.892438711,0.653620678,1.022783142,NF1,pNF
DOCOSANOL,ipNF05.5 (single clone),0.928042833,0.917332475,0.771250755,1.020516611,NF1,pNF
DOCOSANOL,ipNF06.2A,0.965308546,0.955263187,0.884124326,1.054165837,NF1,pNF
DOCOSANOL,ipNF95.11b C,1.072701797,1.106141122,0.993396816,1.230094459,NF1,pNF
DOCOSANOL,ipNF95.11b C/T,1.029912124,1.03985381,0.903341595,1.187057017,NF1,pNF
DOCOSANOL,ipNF95.6,0.994160379,0.98669213,0.924295829,1.045380401,NF1,pNF
DOCOSANOL,ipn02.3,1.029350161,1.029694476,0.987747644,1.074979495,no disease,no symptom
DOCOSANOL,ipn02.8,1.111042336,1.115181072,0.944932954,1.23375691,no disease,no symptom
DOCOSANOL,ipnNF95.11C,0.995617674,0.98055194,0.871626321,1.0505142,NF1,pNF
DOFETILIDE,Ben-Men-1,1.065920044,1.018524711,0.807048596,1.179076167,NF2,meningioma
DOFETILIDE,HFF,1.092046448,1.093190277,1.073890289,1.127818393,no disease,no symptom
DOFETILIDE,HS01,1.016365847,1.019161515,0.973057694,1.066894281,NF2,no symptom
DOFETILIDE,MS02,0.906582226,0.880846624,0.533242095,0.992683926,NF2,schwannoma
DOFETILIDE,MTC,1.071901461,1.079616776,1.004384342,1.18444546,no disease,no symptom
DOFETILIDE,Syn1,0.974593164,0.998537632,0.846405014,1.15209997,no disease,no symptom
DOFETILIDE,Syn5,1.037597455,1.054800607,0.917510942,1.208754268,NF2,no symptom
DOFETILIDE,ipNF05.5 (mixed clone),1.106369502,1.086384449,0.977777766,1.171113127,NF1,pNF
DOFETILIDE,ipNF05.5 (single clone),1.190516617,1.162097289,0.925400056,1.326510075,NF1,pNF
DOFETILIDE,ipNF06.2A,1.030905686,1.0379319,0.9437566,1.157718909,NF1,pNF
DOFETILIDE,ipNF95.11b C,1.102683361,1.099294659,0.805778227,1.35806218,NF1,pNF
DOFETILIDE,ipNF95.11b C/T,1.089563885,1.051706111,0.886707069,1.137293451,NF1,pNF
DOFETILIDE,ipNF95.6,1.138418824,1.135445544,1.058234428,1.236093282,NF1,pNF
DOFETILIDE,ipn02.3,1.055516472,1.042318447,0.928620803,1.108523882,no disease,no symptom
DOFETILIDE,ipn02.8,1.029616831,1.018173918,0.906925728,1.132539176,no disease,no symptom
DOFETILIDE,ipnNF95.11C,1.010434361,1.005197807,0.908114715,1.070577599,NF1,pNF
DOMPERIDONE,Ben-Men-1,0.79479665,0.838170219,0.630839855,1.128549364,NF2,meningioma
DOMPERIDONE,HFF,1.062625888,1.064662798,1.030703494,1.106920271,no disease,no symptom
DOMPERIDONE,HS01,1.007146898,0.995353529,0.872271004,1.11577805,NF2,no symptom
DOMPERIDONE,MS02,0.916235747,0.908815645,0.661182143,1.043011516,NF2,schwannoma
DOMPERIDONE,MTC,1.048554168,1.050017676,0.971754648,1.149026497,no disease,no symptom
DOMPERIDONE,Syn1,1.088696871,1.103429578,1.027356535,1.194906839,no disease,no symptom
DOMPERIDONE,Syn5,0.957589054,0.943789978,0.762361386,1.162899451,NF2,no symptom
DOMPERIDONE,ipNF05.5 (mixed clone),1.230520139,1.185055314,0.839916175,1.316670745,NF1,pNF
DOMPERIDONE,ipNF05.5 (single clone),1.200589455,1.182824353,0.859448795,1.315910819,NF1,pNF
DOMPERIDONE,ipNF06.2A,0.987692331,0.96164157,0.858778466,1.041736704,NF1,pNF
DOMPERIDONE,ipNF95.11b C,1.171907234,1.193000256,1.079696267,1.344864535,NF1,pNF
DOMPERIDONE,ipNF95.11b C/T,1.121753558,1.126029697,1.038307762,1.223163111,NF1,pNF
DOMPERIDONE,ipNF95.6,1.04179676,1.035980805,1.003438447,1.066699625,NF1,pNF
DOMPERIDONE,ipn02.3,0.948136172,0.961628096,0.834487377,1.053926077,no disease,no symptom
DOMPERIDONE,ipn02.8,0.939574894,0.897780099,0.41835766,1.025976481,no disease,no symptom
DOMPERIDONE,ipnNF95.11C,1.043517045,1.018258786,0.904962949,1.11291813,NF1,pNF
DOPAMINE,Ben-Men-1,1.025240663,1.007506104,0.767394938,1.210474963,NF2,meningioma
DOPAMINE,HFF,1.089944709,1.080073828,1.012392295,1.109801678,no disease,no symptom
DOPAMINE,HS01,1.010129968,1.017177339,0.971060339,1.104837147,NF2,no symptom
DOPAMINE,MS02,1.074074647,1.054875246,0.956344517,1.106474666,NF2,schwannoma
DOPAMINE,MTC,1.101279071,1.103771649,0.986019386,1.167111424,no disease,no symptom
DOPAMINE,Syn1,0.985892276,1.006693192,0.904709634,1.160504034,no disease,no symptom
DOPAMINE,Syn5,1.054366713,1.055886318,0.903186075,1.178943195,NF2,no symptom
DOPAMINE,ipNF05.5 (mixed clone),1.082977484,1.066411167,0.942885797,1.158329995,NF1,pNF
DOPAMINE,ipNF05.5 (single clone),0.999868385,1.01299465,0.873961428,1.145402349,NF1,pNF
DOPAMINE,ipNF06.2A,1.038793056,1.023377366,0.911903484,1.136967454,NF1,pNF
DOPAMINE,ipNF95.11b C,1.043171553,0.987870169,0.063753264,1.318352912,NF1,pNF
DOPAMINE,ipNF95.11b C/T,1.098007865,1.110521034,1.061831178,1.185163686,NF1,pNF
DOPAMINE,ipNF95.6,1.069157586,1.058015601,0.991790952,1.122565636,NF1,pNF
DOPAMINE,ipn02.3,1.103786148,1.087957749,0.864445842,1.152092252,no disease,no symptom
DOPAMINE,ipn02.8,1.118534808,0.997438347,0.264209387,1.206143842,no disease,no symptom
DOPAMINE,ipnNF95.11C,1.058817158,1.045848289,0.939911033,1.122554468,NF1,pNF
DORAMAPIMOD,Ben-Men-1,0.97254868,0.911861453,0.3311122,1.204504029,NF2,meningioma
DORAMAPIMOD,HFF,1.143897088,1.130969702,1.068075582,1.191108182,no disease,no symptom
DORAMAPIMOD,HS01,0.966517275,0.956787327,0.836261936,1.050430074,NF2,no symptom
DORAMAPIMOD,MS02,0.595916343,0.598485333,0.545980365,0.635245389,NF2,schwannoma
DORAMAPIMOD,MTC,1.080210572,1.056561459,0.932202793,1.117806169,no disease,no symptom
DORAMAPIMOD,Syn1,1.067566051,0.941199405,0.437143015,1.167395288,no disease,no symptom
DORAMAPIMOD,Syn5,1.060602712,0.977886717,0.49527303,1.139069892,NF2,no symptom
DORAMAPIMOD,ipNF05.5 (mixed clone),1.096437958,1.078748802,0.484328435,1.434276751,NF1,pNF
DORAMAPIMOD,ipNF05.5 (single clone),1.148408761,1.079422203,0.519796967,1.299632788,NF1,pNF
DORAMAPIMOD,ipNF06.2A,1.008178467,1.001650073,0.687336013,1.14533329,NF1,pNF
DORAMAPIMOD,ipNF95.11b C,0.916333746,0.861460939,0.139112344,1.169033536,NF1,pNF
DORAMAPIMOD,ipNF95.11b C/T,1.031318243,0.983459298,0.445626712,1.157579838,NF1,pNF
DORAMAPIMOD,ipNF95.6,1.106058289,1.063124401,0.685873502,1.181367308,NF1,pNF
DORAMAPIMOD,ipn02.3,0.97996516,0.961770288,0.673408785,1.037952066,no disease,no symptom
DORAMAPIMOD,ipn02.8,0.96773013,0.906864539,0.365499796,1.04104545,no disease,no symptom
DORAMAPIMOD,ipnNF95.11C,1.02128986,0.979498413,0.416460906,1.106226357,NF1,pNF
DORSOMORPHIN,Ben-Men-1,0.7473391,0.69828109,0.200142221,0.887251192,NF2,meningioma
DORSOMORPHIN,HFF,0.954622246,0.899901464,0.504574651,1.036139821,no disease,no symptom
DORSOMORPHIN,HS01,0.987034861,0.898827177,0.200098799,1.08154241,NF2,no symptom
DORSOMORPHIN,MS02,0.538974181,0.452477874,0.056821315,0.554281227,NF2,schwannoma
DORSOMORPHIN,MTC,0.776728492,0.745250016,0.481946126,0.952274223,no disease,no symptom
DORSOMORPHIN,N10,0.987149554,0.717341503,-0.010299639,1.128962677,no disease,no symptom
DORSOMORPHIN,N5,0.978391261,0.69325498,-0.010708544,1.088295549,NF1,no symptom
DORSOMORPHIN,Syn1,0.92421716,0.837948416,0.182153938,1.011635605,no disease,no symptom
DORSOMORPHIN,Syn5,0.895314545,0.787466015,0.233008644,0.993154956,NF2,no symptom
DORSOMORPHIN,ipNF05.5 (mixed clone),1.064713696,0.962220649,0.02067954,1.190787086,NF1,pNF
DORSOMORPHIN,ipNF05.5 (single clone),1.039376664,0.927669945,0.0206807,1.181743127,NF1,pNF
DORSOMORPHIN,ipNF06.2A,0.83932481,0.717837612,0.036090579,0.975611815,NF1,pNF
DORSOMORPHIN,ipNF95.11b C,0.592987062,0.570307656,-0.000876545,1.111410221,NF1,pNF
DORSOMORPHIN,ipNF95.11b C/T,1.121122885,1.037589859,0.056453892,1.212961782,NF1,pNF
DORSOMORPHIN,ipNF95.6,0.994964,0.896878471,0.024361364,1.115420258,NF1,pNF
DORSOMORPHIN,ipn02.3,0.924845583,0.876212245,0.015315169,1.200988573,no disease,no symptom
DORSOMORPHIN,ipn02.8,0.979143366,0.854398702,0.238574989,1.125600234,no disease,no symptom
DORSOMORPHIN,ipnNF95.11C,0.885433953,0.756761676,0.030523519,1.000042357,NF1,pNF
DOVITINIB,Ben-Men-1,1.036941961,0.924449937,0.501914043,1.168842155,NF2,meningioma
DOVITINIB,HFF,1.077727303,1.009565347,0.845064348,1.111660006,no disease,no symptom
DOVITINIB,HS01,0.955295966,0.796856441,0.316926838,1.094580218,NF2,no symptom
DOVITINIB,MS02,0.554633252,0.483114907,0.044899845,0.60982776,NF2,schwannoma
DOVITINIB,MTC,0.99237438,0.914084153,0.635253233,1.076179659,no disease,no symptom
DOVITINIB,N10,1.036518697,0.800074435,-0.009246331,1.125163069,no disease,no symptom
DOVITINIB,N5,1.005406915,0.727865984,-0.009444028,1.096907885,NF1,no symptom
DOVITINIB,Syn1,1.098414466,0.989643632,0.545298265,1.321295786,no disease,no symptom
DOVITINIB,Syn5,0.934523457,0.844603914,0.399876147,1.205223672,NF2,no symptom
DOVITINIB,ipNF05.5 (mixed clone),1.457336274,1.324062795,0.546615092,1.694634091,NF1,pNF
DOVITINIB,ipNF05.5 (single clone),1.398118126,1.262084401,0.063746717,1.681483052,NF1,pNF
DOVITINIB,ipNF06.2A,0.908683294,0.855747516,0.051636201,1.110086655,NF1,pNF
DOVITINIB,ipNF95.11b C,0.444448115,0.675511483,0.030169194,1.286321013,NF1,pNF
DOVITINIB,ipNF95.11b C/T,1.13973557,1.150339882,0.967901649,1.274018861,NF1,pNF
DOVITINIB,ipNF95.6,1.19908798,1.088597266,0.04545355,1.300773288,NF1,pNF
DOVITINIB,ipn02.3,0.856898515,0.793325671,0.321706733,1.008824345,no disease,no symptom
DOVITINIB,ipn02.8,0.858953909,0.804449748,0.087882354,1.047889982,no disease,no symptom
DOVITINIB,ipnNF95.11C,0.93837806,0.859248142,0.040130394,1.080783841,NF1,pNF
DOXAZOSIN,Ben-Men-1,1.184235897,1.17305934,1.071939823,1.258081037,NF2,meningioma
DOXAZOSIN,HFF,1.138357625,1.121114435,1.026808068,1.171795184,no disease,no symptom
DOXAZOSIN,HS01,1.021135429,1.043307361,0.830608533,1.199011337,NF2,no symptom
DOXAZOSIN,MS02,1.086839515,1.013208908,0.421521346,1.169344202,NF2,schwannoma
DOXAZOSIN,MTC,1.110756873,1.083250994,0.853524974,1.178066583,no disease,no symptom
DOXAZOSIN,Syn1,1.287199806,1.247047563,1.039746176,1.328287811,no disease,no symptom
DOXAZOSIN,Syn5,1.09180239,1.131380836,0.952093231,1.341536732,NF2,no symptom
DOXAZOSIN,ipNF05.5 (mixed clone),1.059341304,0.98571764,0.709081234,1.148827408,NF1,pNF
DOXAZOSIN,ipNF05.5 (single clone),0.882534859,0.839953864,0.467344282,1.094451654,NF1,pNF
DOXAZOSIN,ipNF06.2A,0.982226546,0.980852792,0.864933097,1.046828621,NF1,pNF
DOXAZOSIN,ipNF95.11b C,1.023777452,0.949644634,0.043943255,1.267168313,NF1,pNF
DOXAZOSIN,ipNF95.11b C/T,1.046534107,1.042677438,0.913728233,1.182492699,NF1,pNF
DOXAZOSIN,ipNF95.6,1.075580139,1.050993614,0.700985292,1.148548363,NF1,pNF
DOXAZOSIN,ipn02.3,1.103178235,1.078676736,0.87978525,1.153764773,no disease,no symptom
DOXAZOSIN,ipn02.8,0.974276768,0.944424426,0.514050533,1.075536928,no disease,no symptom
DOXAZOSIN,ipnNF95.11C,1.042668053,0.996979304,0.549383089,1.083921646,NF1,pNF
DOXERCALCIFEROL,Ben-Men-1,1.044782585,0.911765318,0.10807934,1.242032838,NF2,meningioma
DOXERCALCIFEROL,HFF,1.137274512,1.08738803,0.780888858,1.206938137,no disease,no symptom
DOXERCALCIFEROL,HS01,1.001304277,0.901199933,0.248658414,1.134771516,NF2,no symptom
DOXERCALCIFEROL,MS02,1.062346652,0.991021205,0.416962221,1.147834973,NF2,schwannoma
DOXERCALCIFEROL,MTC,1.10410683,0.997298028,0.52402145,1.142487764,no disease,no symptom
DOXERCALCIFEROL,Syn1,1.11606537,0.963957046,0.276408906,1.258785296,no disease,no symptom
DOXERCALCIFEROL,Syn5,0.990590162,0.805914552,0.067274583,1.284122443,NF2,no symptom
DOXERCALCIFEROL,ipNF05.5 (mixed clone),0.664321424,0.699754167,0.301827604,1.144093488,NF1,pNF
DOXERCALCIFEROL,ipNF05.5 (single clone),0.738213961,0.805856955,0.398506757,1.29719764,NF1,pNF
DOXERCALCIFEROL,ipNF06.2A,0.857715266,0.810184517,0.459141051,1.015055373,NF1,pNF
DOXERCALCIFEROL,ipNF95.11b C,0.963805631,0.765064232,0.046673761,1.307134386,NF1,pNF
DOXERCALCIFEROL,ipNF95.11b C/T,1.022172723,0.925480703,0.547964261,1.171144839,NF1,pNF
DOXERCALCIFEROL,ipNF95.6,1.03780474,0.967533289,0.513017738,1.184086165,NF1,pNF
DOXERCALCIFEROL,ipn02.3,1.013715309,0.90178304,0.420727826,1.094113065,no disease,no symptom
DOXERCALCIFEROL,ipn02.8,0.779796699,0.803348125,0.464863559,1.174228229,no disease,no symptom
DOXERCALCIFEROL,ipnNF95.11C,0.924722279,0.886136077,0.489986134,1.116673711,NF1,pNF
DOXORUBICIN,Ben-Men-1,0.873537106,0.736398762,0.129469736,1.131600891,NF2,meningioma
DOXORUBICIN,HFF,1.08825053,0.96872631,0.60418061,1.16523936,no disease,no symptom
DOXORUBICIN,HS01,0.5027391,0.487333419,-0.2092801,1.2483198,NF2,no symptom
DOXORUBICIN,MS02,0.702283377,0.630394925,0.040886391,1.015306284,NF2,schwannoma
DOXORUBICIN,MTC,0.989261464,0.863771046,0.186628582,1.151264899,no disease,no symptom
DOXORUBICIN,N10,0.441603073,0.572735245,0.19774542,1.107744624,no disease,no symptom
DOXORUBICIN,N5,0.477054129,0.535520384,0.155771194,1.061298564,NF1,no symptom
DOXORUBICIN,Syn1,0.58688496,0.540413605,-0.022992,1.2412823,no disease,no symptom
DOXORUBICIN,Syn5,0.5153194,0.498208583,-0.01916182,1.3102777,NF2,no symptom
DOXORUBICIN,ipNF05.5 (mixed clone),1.741517904,1.453019745,0.667728178,2.002191066,NF1,pNF
DOXORUBICIN,ipNF05.5 (single clone),1.75042099,1.375372899,0.583507235,1.963010253,NF1,pNF
DOXORUBICIN,ipNF06.2A,0.936090908,0.840994315,0.42325625,1.120107452,NF1,pNF
DOXORUBICIN,ipNF95.11b C,0.788640867,0.814108124,0.028659494,1.736366923,NF1,pNF
DOXORUBICIN,ipNF95.11b C/T,0.878572802,0.861594901,0.444904122,1.230899356,NF1,pNF
DOXORUBICIN,ipNF95.6,0.979243837,0.832151761,0.306612521,1.222269324,NF1,pNF
DOXORUBICIN,ipn02.3,0.644929384,0.687730637,0.216728078,1.209252953,no disease,no symptom
DOXORUBICIN,ipn02.8,0.700967005,0.72584411,0.272027592,1.197910641,no disease,no symptom
DOXORUBICIN,ipnNF95.11C,0.533060262,0.65141072,0.13511949,1.115179396,NF1,pNF
DOXYCYCLINE,Ben-Men-1,0.984155328,0.96759994,0.728861296,1.132062856,NF2,meningioma
DOXYCYCLINE,HFF,1.04120306,1.036437584,0.993774616,1.067572569,no disease,no symptom
DOXYCYCLINE,HS01,1.0778036,1.075415317,0.992660041,1.201796109,NF2,no symptom
DOXYCYCLINE,MS02,0.840094301,0.830451037,0.729768308,0.878304132,NF2,schwannoma
DOXYCYCLINE,MTC,0.998127508,0.988227944,0.868666388,1.089094507,no disease,no symptom
DOXYCYCLINE,Syn1,0.925507359,0.892983245,0.545697194,1.045276928,no disease,no symptom
DOXYCYCLINE,Syn5,1.034097688,1.031347139,0.648586679,1.292456812,NF2,no symptom
DOXYCYCLINE,ipNF05.5 (mixed clone),1.009378458,0.994318419,0.695493051,1.204318803,NF1,pNF
DOXYCYCLINE,ipNF05.5 (single clone),1.010831694,1.019661195,0.694234714,1.257537042,NF1,pNF
DOXYCYCLINE,ipNF06.2A,0.991776864,1.007354314,0.920929387,1.096182343,NF1,pNF
DOXYCYCLINE,ipNF95.11b C,0.952925619,0.925288599,0.712990886,1.098699966,NF1,pNF
DOXYCYCLINE,ipNF95.11b C/T,1.215871597,1.206145883,1.049692159,1.313258763,NF1,pNF
DOXYCYCLINE,ipNF95.6,1.010056261,1.014185094,0.953536591,1.07034471,NF1,pNF
DOXYCYCLINE,ipn02.3,1.001134823,0.985380221,0.796609672,1.043758172,no disease,no symptom
DOXYCYCLINE,ipn02.8,1.096612288,1.074351552,0.965281009,1.17073288,no disease,no symptom
DOXYCYCLINE,ipnNF95.11C,0.988812754,1.009560562,0.873578769,1.126380425,NF1,pNF
DRONEDARONE,Ben-Men-1,0.93757536,0.912446143,0.506405476,1.049425615,NF2,meningioma
DRONEDARONE,HFF,1.129225194,1.129429377,1.096779289,1.17632537,no disease,no symptom
DRONEDARONE,HS01,1.021048959,0.941861236,0.387732152,1.051267228,NF2,no symptom
DRONEDARONE,MS02,1.014058028,0.916940683,0.066770383,1.048174978,NF2,schwannoma
DRONEDARONE,MTC,1.068396197,1.057135768,0.80680079,1.14314757,no disease,no symptom
DRONEDARONE,Syn1,1.20771127,1.170537079,0.958468954,1.255990978,no disease,no symptom
DRONEDARONE,Syn5,1.069111506,1.064353516,0.84077156,1.183592539,NF2,no symptom
DRONEDARONE,ipNF05.5 (mixed clone),1.063087574,0.957686615,0.060416264,1.125916007,NF1,pNF
DRONEDARONE,ipNF05.5 (single clone),1.055987686,0.962500099,0.056399038,1.245637207,NF1,pNF
DRONEDARONE,ipNF06.2A,0.901191981,0.852307187,0.056815218,1.043864338,NF1,pNF
DRONEDARONE,ipNF95.11b C,0.858472643,0.701353794,0.03211154,1.117858041,NF1,pNF
DRONEDARONE,ipNF95.11b C/T,0.94456335,0.89795066,0.061805021,1.097777869,NF1,pNF
DRONEDARONE,ipNF95.6,1.01778617,0.938462009,0.044023672,1.1130874,NF1,pNF
DRONEDARONE,ipn02.3,0.995022037,0.896408708,0.029496508,1.029911921,no disease,no symptom
DRONEDARONE,ipn02.8,0.965521274,0.885538351,0.061425565,1.040922672,no disease,no symptom
DRONEDARONE,ipnNF95.11C,1.057037004,0.96854705,0.062190922,1.119506982,NF1,pNF
DROSPIRENONE,Ben-Men-1,1.025336935,0.968758162,0.343493924,1.121498193,NF2,meningioma
DROSPIRENONE,HFF,1.080075155,1.083503759,1.044112131,1.123143754,no disease,no symptom
DROSPIRENONE,HS01,0.9231127,0.916082638,0.838774057,0.983186337,NF2,no symptom
DROSPIRENONE,MS02,0.932063929,0.943240911,0.906165898,1.029149497,NF2,schwannoma
DROSPIRENONE,MTC,1.042840643,1.030045976,0.922802006,1.091049251,no disease,no symptom
DROSPIRENONE,Syn1,1.120550503,1.093486524,0.641123744,1.215436883,no disease,no symptom
DROSPIRENONE,Syn5,1.02748663,0.98898407,0.409443904,1.16032447,NF2,no symptom
DROSPIRENONE,ipNF05.5 (mixed clone),1.005240544,1.035825385,0.896429464,1.162641018,NF1,pNF
DROSPIRENONE,ipNF05.5 (single clone),0.93646,0.912726287,0.696677545,1.064593155,NF1,pNF
DROSPIRENONE,ipNF06.2A,1.036032844,1.023480019,0.903606919,1.105873646,NF1,pNF
DROSPIRENONE,ipNF95.11b C,1.016662073,0.964024363,0.359686842,1.206647718,NF1,pNF
DROSPIRENONE,ipNF95.11b C/T,0.985164704,0.990985184,0.917172959,1.078988006,NF1,pNF
DROSPIRENONE,ipNF95.6,1.019864364,0.994063424,0.809413926,1.08430152,NF1,pNF
DROSPIRENONE,ipn02.3,0.9959094,0.998630582,0.923065644,1.089008732,no disease,no symptom
DROSPIRENONE,ipn02.8,0.884146447,0.893971257,0.65943833,1.041836709,no disease,no symptom
DROSPIRENONE,ipnNF95.11C,1.016982675,0.984926152,0.740803802,1.067085066,NF1,pNF
DULOXETINE,Ben-Men-1,0.916922873,0.892623282,0.28617078,1.123144212,NF2,meningioma
DULOXETINE,HFF,1.004686139,1.004789934,0.924387231,1.050343572,no disease,no symptom
DULOXETINE,HS01,1.057501892,1.032998813,0.598505991,1.213497963,NF2,no symptom
DULOXETINE,MS02,1.009465502,1.005085206,0.949411231,1.071280345,NF2,schwannoma
DULOXETINE,MTC,1.046036374,1.02071759,0.768598293,1.113955337,no disease,no symptom
DULOXETINE,Syn1,0.966471806,0.91913486,0.544228866,1.152484279,no disease,no symptom
DULOXETINE,Syn5,1.002552926,0.967231786,0.261031667,1.182328437,NF2,no symptom
DULOXETINE,ipNF05.5 (mixed clone),1.066224322,0.763893775,0.094319252,1.178091783,NF1,pNF
DULOXETINE,ipNF05.5 (single clone),0.953732887,0.789633835,0.074581152,1.153570144,NF1,pNF
